spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text	manually_corrected
,	--	PUNCT	$,	punct	behandelt	VERB	[]	0	b0	8	False
behandelt	behandeln	VERB	VVFIN	ROOT	behandelt	VERB	[machen, ,, man, Gel, mit, .]	0	b0	8	False
man	man	PRON	PIS	sb	behandelt	VERB	[]	0	b0	8	False
das	der	DET	ART	nk	Gel	NOUN	[]	0	b0	8	False
Gel	Gel	NOUN	NN	oa	behandelt	VERB	[das]	0	b0	8	False
mit	mit	ADP	APPR	mo	behandelt	VERB	[Lösung]	0	b0	8	False
einer	ein	DET	ART	nk	Lösung	NOUN	[]	0	b0	8	False
wässrigen	wässrig	ADJ	ADJA	nk	Lösung	NOUN	[]	0	b0	8	False
Lösung	Lösung	NOUN	NN	nk	mit	ADP	[einer, wässrigen, von]	0	b0	8	False
von	von	ADP	APPR	pg	Lösung	NOUN	[Ethidiumbromid]	0	b0	8	False
Ethidiumbromid	Ethidiumbromid	PROPN	NN	nk	von	ADP	[]	0	b0	8	False
.	--	PUNCT	$.	punct	behandelt	VERB	[]	0	b0	8	False
Das	der	DET	ART	nk	Molekül	NOUN	[]	0	b0	9	False
Molekül	Molekül	NOUN	NN	sb	ist	AUX	[Das, Ethidiumbromids]	0	b0	9	False
des	der	DET	ART	nk	Ethidiumbromids	NOUN	[]	0	b0	9	False
Ethidiumbromids	Ethidiumbromid	NOUN	NN	ag	Molekül	NOUN	[des]	0	b0	9	False
ist	sein	AUX	VAFIN	ROOT	ist	AUX	[Molekül, planar, und, .]	0	b0	9	False
planar	Planar	PROPN	ADJD	pd	ist	AUX	[]	0	b0	9	False
und	und	CCONJ	KON	cd	ist	AUX	[kann]	0	b0	9	False
kann	können	AUX	VMFIN	cj	und	CCONJ	[einlagern]	0	b0	9	False
sich	sich	PRON	PRF	oa	einlagern	VERB	[]	0	b0	9	False
zwischen	zwischen	ADP	APPR	mo	einlagern	VERB	[Basen]	0	b0	9	False
den	der	DET	ART	nk	Basen	NOUN	[]	0	b0	9	False
Basen	Base	NOUN	NN	nk	zwischen	ADP	[den, DNA-Fragmente]	0	b0	9	False
der	der	DET	ART	nk	DNA-Fragmente	NOUN	[]	0	b0	9	False
DNA-Fragmente	DNA-Fragmente	NOUN	NN	ag	Basen	NOUN	[der]	0	b0	9	False
einlagern	einlagern	VERB	VVINF	oc	kann	AUX	[sich, zwischen]	0	b0	9	False
.	--	PUNCT	$.	punct	ist	AUX	[]	0	b0	9	False
Nur	nur	ADV	ADV	mo	nach	ADP	[]	0	b0	10	False
nach	nach	ADP	APPR	mo	kann	AUX	[Nur, Entstehen, und]	0	b0	10	False
dem	der	DET	ART	nk	Entstehen	NOUN	[]	0	b0	10	False
Entstehen	Entstehen	NOUN	NN	nk	nach	ADP	[dem, Komplexes]	0	b0	10	False
eines	ein	DET	ART	nk	Komplexes	NOUN	[]	0	b0	10	False
solchen	solcher	DET	PIAT	nk	Komplexes	NOUN	[]	0	b0	10	False
Komplexes	Komplex	NOUN	NN	ag	Entstehen	NOUN	[eines, solchen]	0	b0	10	False
und	und	CCONJ	KON	cd	nach	ADP	[durch]	0	b0	10	False
durch	durch	ADP	APPR	cj	und	CCONJ	[Beleuchten]	0	b0	10	False
das	der	DET	ART	nk	Beleuchten	NOUN	[]	0	b0	10	False
Beleuchten	Beleuchten	NOUN	NN	nk	durch	ADP	[das, mit]	0	b0	10	False
mit	mit	ADP	APPR	mnr	Beleuchten	NOUN	[UV-Licht]	0	b0	10	False
UV-Licht	UV-Licht	NOUN	NN	nk	mit	ADP	[]	0	b0	10	False
kann	können	AUX	VMFIN	ROOT	kann	AUX	[nach, man, sehen, .]	0	b0	10	False
man	man	PRON	PIS	sb	kann	AUX	[]	0	b0	10	False
die	der	DET	ART	nk	Polymerasekettenreaktion-Produkte	NOUN	[]	0	b0	10	False
Polymerasekettenreaktion-Produkte	Polymerasekettenreaktion-Produkt	NOUN	NN	oa	sehen	VERB	[die]	0	b0	10	False
in	in	ADP	APPR	mo	sehen	VERB	[Form]	0	b0	10	False
Form	Form	NOUN	NN	nk	in	ADP	[von]	0	b0	10	False
von	von	ADP	APPR	pg	Form	NOUN	[Banden]	0	b0	10	False
Banden	Bande	NOUN	NN	nk	von	ADP	[]	0	b0	10	False
sehen	sehen	VERB	VVINF	oc	kann	AUX	[Polymerasekettenreaktion-Produkte, in, und]	0	b0	10	False
und	und	CCONJ	KON	cd	sehen	VERB	[fotografieren]	0	b0	10	False
fotografieren	fotografieren	VERB	VVINF	cj	und	CCONJ	[]	0	b0	10	Flse
.	--	PUNCT	$.	punct	kann	AUX	[]	0	b0	10	False
Der	der	DET	ART	nk	Durchbruch	NOUN	[]	9	p3	1	False
entscheidende	entscheidend	ADJ	ADJA	nk	Durchbruch	NOUN	[]	9	p3	1	False
Durchbruch	Durchbruch	NOUN	NN	sb	gelang	VERB	[Der, entscheidende, zur]	9	p3	1	False
zur	zu	ADP	APPRART	mnr	Durchbruch	NOUN	[Aufstellung]	9	p3	1	False
Aufstellung	Aufstellung	NOUN	NN	nk	zur	ADP	[Ordnungsschemas]	9	p3	1	False
eines	ein	DET	ART	nk	Ordnungsschemas	NOUN	[]	9	p3	1	False
Ordnungsschemas	Ordnungsschema	NOUN	NN	ag	Aufstellung	NOUN	[eines]	9	p3	1	False
gelang	gelingen	VERB	VVFIN	ROOT	gelang	VERB	[Durchbruch, Quarkmodell, .]	9	p3	1	False
dem	der	DET	ART	nk	Quarkmodell	NOUN	[]	9	p3	1	False
Quarkmodell	Quarkmodell	NOUN	NN	da	gelang	VERB	[dem, ,, ansieht]	9	p3	1	False
,	--	PUNCT	$,	punct	Quarkmodell	NOUN	[]	9	p3	1	False
das	der	PRON	PRELS	sb	ansieht	VERB	[]	9	p3	1	False
die	der	DET	ART	nk	Vielzahl	NOUN	[]	9	p3	1	False
Vielzahl	Vielzahl	NOUN	NN	oa	ansieht	VERB	[die, Teilchen, sind]	9	p3	1	False
der	der	DET	ART	nk	Teilchen	NOUN	[]	9	p3	1	False
bisher	bisher	ADV	ADV	mo	gefundenen	ADJ	[]	9	p3	1	False
gefundenen	gefunden	ADJ	ADJA	nk	Teilchen	NOUN	[bisher]	9	p3	1	False
als	als	ADP	APPR	mo	angenommenen	ADJ	[Elementarteilchen]	9	p3	1	False
""""	--	PUNCT	$LRB	punct	Elementarteilchen	NOUN	[]	9	p3	1	False
Elementarteilchen	Elementarteilch	NOUN	NN	nk	als	ADP	"["", ""]"	9	p3	1	False
""""	--	PUNCT	$LRB	punct	Elementarteilchen	NOUN	[]	9	p3	1	False
angenommenen	angenommen	ADJ	ADJA	nk	Teilchen	NOUN	[als]	9	p3	1	False
Teilchen	Teilche	NOUN	NN	ag	Vielzahl	NOUN	[der, gefundenen, angenommenen]	9	p3	1	False
als	als	ADP	APPR	mo	ansieht	VERB	[Systeme]	9	p3	1	False
Systeme	System	NOUN	NN	nk	als	ADP	[mit]	9	p3	1	False
mit	mit	ADP	APPR	mnr	Systeme	NOUN	[Struktur]	9	p3	1	False
innerer	inner	ADJ	ADJA	nk	Struktur	NOUN	[]	9	p3	1	False
Struktur	Struktur	NOUN	NN	nk	mit	ADP	[innerer]	9	p3	1	False
ansieht	ansehen	VERB	VVFIN	rc	Quarkmodell	NOUN	[das, Vielzahl, als, ,]	9	p3	1	False
,	--	PUNCT	$,	punct	ansieht	VERB	[]	9	p3	1	False
die	der	PRON	PRELS	sb	sind	AUX	[]	9	p3	1	False
aus	aus	ADP	APPR	mo	zusammengesetzt	VERB	[Teilchen]	9	p3	1	False
wenigen	weniger	DET	PIAT	nk	Teilchen	NOUN	[]	9	p3	1	False
""""	--	PUNCT	$LRB	punct	elementareren	VERB	[]	9	p3	1	False
noch	noch	ADV	ADV	mo	elementareren	VERB	[]	9	p3	1	False
elementareren	elementareren	VERB	ADJA	nk	Teilchen	NOUN	"["", noch, ""]"	9	p3	1	False
""""	--	PUNCT	$LRB	punct	elementareren	VERB	[]	9	p3	1	False
Teilchen	Teilche	NOUN	NN	nk	aus	ADP	[wenigen, elementareren]	9	p3	1	False
zusammengesetzt	zusammensetzen	VERB	VVPP	oc	sind	AUX	[aus]	9	p3	1	False
sind	sein	AUX	VAFIN	rc	Vielzahl	NOUN	[die, zusammengesetzt]	9	p3	1	False
.	--	PUNCT	$.	punct	gelang	VERB	[]	9	p3	1	False
Trägt	Tragen	VERB	VVFIN	re	so	ADV	[man, Hadronen, in, ein, ,]	9	p3	2	False
man	man	PRON	PIS	sb	Trägt	VERB	[]	9	p3	2	False
die	der	DET	ART	nk	Hadronen	NOUN	[wird]	9	p3	2	False
bisher	bisher	ADV	ADV	mo	bekannten	ADJ	[]	9	p3	2	False
bekannten	bekannt	ADJ	ADJA	nk	Hadronen	NOUN	[bisher]	9	p3	2	False
Hadronen	Hadrone	NOUN	NN	oa	Trägt	VERB	[die, bekannten]	9	p3	2	False
in	in	ADP	APPR	mo	Trägt	VERB	[Diagramm]	9	p3	2	False
einem	ein	DET	ART	nk	Diagramm	NOUN	[]	9	p3	2	False
Diagramm	Diagramm	NOUN	NN	nk	in	ADP	[einem]	9	p3	2	False
ein	ein	ADV	PTKVZ	svp	Trägt	VERB	[]	9	p3	2	False
,	--	PUNCT	$,	punct	Trägt	VERB	[]	9	p3	2	False
in	in	ADP	APPR	mo	gewählt	VERB	[dem]	9	p3	2	False
dem	der	PRON	PRELS	nk	in	ADP	[]	9	p3	2	False
ihre	ihr	DET	PPOSAT	nk	Masse	NOUN	[]	9	p3	2	False
Masse	Masse	NOUN	NN	sb	wird	AUX	[ihre]	9	p3	2	False
als	als	ADP	APPR	mo	gewählt	VERB	[Ordinate]	9	p3	2	False
Ordinate	Ordinate	NOUN	NN	nk	als	ADP	[und]	9	p3	2	False
und	und	CCONJ	KON	cd	Ordinate	NOUN	[Spin]	9	p3	2	False
ihr	ihr	DET	PPOSAT	nk	Spin	NOUN	[]	9	p3	2	False
Spin	Spin	NOUN	NN	cj	und	CCONJ	[ihr]	9	p3	2	False
als	als	ADP	APPR	mo	gewählt	VERB	[Abszisse]	9	p3	2	False
Abszisse	Absziß	NOUN	NN	nk	als	ADP	[]	9	p3	2	False
gewählt	wählen	VERB	VVPP	oc	wird	AUX	[in, als, als]	9	p3	2	False
wird	werden	AUX	VAFIN	rc	die	DET	[Masse, gewählt]	9	p3	2	False
,	--	PUNCT	$,	punct	so	ADV	[]	9	p3	2	False
so	so	ADV	ADV	mo	fällt	VERB	[Trägt, ,, gibt]	9	p3	2	False
fällt	fallen	VERB	VVFIN	ROOT	fällt	VERB	[so, auf, ,, .]	9	p3	2	False
auf	auf	ADP	PTKVZ	svp	fällt	VERB	[]	9	p3	2	False
,	--	PUNCT	$,	punct	fällt	VERB	[]	9	p3	2	False
dass	dass	SCONJ	KOUS	cp	gibt	VERB	[]	9	p3	2	False
es	es	PRON	PPER	ep	gibt	VERB	[]	9	p3	2	False
bestimmte	bestimmt	ADJ	ADJA	nk	Gruppen	NOUN	[]	9	p3	2	False
Gruppen	Gruppe	NOUN	NN	oa	gibt	VERB	[bestimmte, sind]	9	p3	2	False
gibt	geben	VERB	VVFIN	re	so	ADV	[dass, es, Gruppen, ,, haben]	9	p3	2	False
,	--	PUNCT	$,	punct	gibt	VERB	[]	9	p3	2	False
in	in	ADP	APPR	mo	sind	AUX	[denen]	9	p3	2	False
denen	der	PRON	PRELS	nk	in	ADP	[]	9	p3	2	False
die	der	DET	ART	nk	Teilchen	NOUN	[]	9	p3	2	False
Teilchen	Teilche	NOUN	NN	sb	sind	AUX	[die]	9	p3	2	False
in	in	ADP	APPR	mo	benachbart	VERB	[Diagramm]	9	p3	2	False
diesem	dieser	DET	PDAT	nk	Diagramm	NOUN	[]	9	p3	2	False
Diagramm	Diagramm	NOUN	NN	nk	in	ADP	[diesem]	9	p3	2	False
eng	eng	ADV	ADJD	mo	benachbart	VERB	[]	9	p3	2	False
benachbart	benachbaren	VERB	VVPP	pd	sind	AUX	[in, eng]	9	p3	2	False
sind	sein	AUX	VAFIN	rc	Gruppen	NOUN	[in, Teilchen, benachbart, ,]	9	p3	2	False
,	--	PUNCT	$,	punct	sind	AUX	[]	9	p3	2	False
d.h.	d.h.-	PUNCT	VVFIN	punct	Spin	NOUN	[]	9	p3	2	False
gleichen	gleich	ADJ	ADJA	nk	Spin	NOUN	[]	9	p3	2	False
Spin	Spin	NOUN	NN	sb	haben	VERB	[d.h., gleichen, ,, Parität]	9	p3	2	False
,	--	PUNCT	$,	punct	Spin	NOUN	[]	9	p3	2	False
gleiche	gleich	ADJ	ADJA	nk	Parität	NOUN	[]	9	p3	2	False
Parität	Parität	NOUN	NN	cj	Spin	NOUN	[gleiche, und]	9	p3	2	False
und	und	CCONJ	KON	cd	Parität	NOUN	[Masse]	9	p3	2	False
fast	fast	ADV	ADV	mo	gleiche	ADJ	[]	9	p3	2	False
gleiche	gleich	ADJ	ADJA	nk	Masse	NOUN	[fast]	9	p3	2	False
Masse	Masse	NOUN	NN	cj	und	CCONJ	[gleiche]	9	p3	2	False
haben	haben	VERB	VAFIN	cj	gibt	VERB	[Spin]	9	p3	2	False
.	--	PUNCT	$.	punct	fällt	VERB	[]	9	p3	2	False
Dies	dieser	PRON	PDS	oa	brachte	VERB	[]	9	p3	3	False
brachte	bringen	VERB	VVFIN	ROOT	brachte	VERB	[Dies, Gell-Mann, unabhängig, auf, .]	9	p3	3	False
Murray	Murray	PROPN	NE	pnc	Gell-Mann	PROPN	[]	9	p3	3	False
Gell-Mann	Gell-Mann	PROPN	NE	sb	brachte	VERB	[Murray, und]	9	p3	3	False
und	und	CCONJ	KON	cd	Gell-Mann	PROPN	[Zweig]	9	p3	3	False
George	George	PROPN	NE	pnc	Zweig	PROPN	[]	9	p3	3	False
Zweig	Zweig	PROPN	NE	cj	und	CCONJ	[George]	9	p3	3	False
unabhängig	unabhängig	ADV	ADJD	mo	brachte	VERB	[voneinander]	9	p3	3	False
voneinander	voneinander	ADV	ADV	mo	unabhängig	ADV	[]	9	p3	3	False
auf	auf	ADP	APPR	mo	brachte	VERB	[Idee]	9	p3	3	False
die	der	DET	ART	nk	Idee	NOUN	[]	9	p3	3	False
Idee	Idee	NOUN	NN	nk	auf	ADP	[die, ,, sollten]	9	p3	3	False
,	--	PUNCT	$,	punct	Idee	NOUN	[]	9	p3	3	False
dass	dass	SCONJ	KOUS	cp	sollten	AUX	[]	9	p3	3	False
Hadronen	Hadrone	NOUN	NN	sb	sollten	AUX	[]	9	p3	3	False
aus	aus	ADP	APPR	mo	zusammengesetzt	ADV	[Teilchen]	9	p3	3	False
wenigen	weniger	DET	PIAT	nk	Teilchen	NOUN	[]	9	p3	3	False
""""	--	PUNCT	$LRB	punct	elementareren	ADJ	[]	9	p3	3	False
elementareren	elementarer	ADJ	ADJA	nk	Teilchen	NOUN	"["", ""]"	9	p3	3	False
""""	--	PUNCT	$LRB	punct	elementareren	ADJ	[]	9	p3	3	False
Teilchen	Teilche	NOUN	NN	nk	aus	ADP	[wenigen, elementareren]	9	p3	3	False
zusammengesetzt	zusammensetzen	ADV	VVPP	oc	sein	AUX	[aus]	9	p3	3	False
sein	sein	AUX	VAINF	oc	sollten	AUX	[zusammengesetzt]	9	p3	3	False
sollten	sollen	AUX	VMFIN	oc	Idee	NOUN	[dass, Hadronen, sein]	9	p3	3	False
.	--	PUNCT	$.	punct	brachte	VERB	[]	9	p3	3	False
Diese	dieser	DET	PDAT	nk	Idee	NOUN	[]	9	p3	4	False
Idee	Idee	NOUN	NN	sb	wurde	AUX	[Diese]	9	p3	4	False
wurde	werden	AUX	VAFIN	ROOT	wurde	AUX	[Idee, unterstützt, .]	9	p3	4	False
unterstützt	unterstützen	VERB	VVPP	oc	wurde	AUX	[durch]	9	p3	4	False
durch	durch	ADP	APPR	mo	unterstützt	VERB	[Moment]	9	p3	4	False
das	der	DET	ART	nk	Moment	NOUN	[]	9	p3	4	False
anomale	anomal	ADJ	ADJA	nk	Moment	NOUN	[]	9	p3	4	False
magnetische	magnetisch	ADJ	ADJA	nk	Moment	NOUN	[]	9	p3	4	False
Moment	Moment	NOUN	NN	nk	durch	ADP	[das, anomale, magnetische, Neutrons, ,, sollte]	9	p3	4	False
des	der	DET	ART	nk	Neutrons	NOUN	[]	9	p3	4	False
Neutrons	Neutron	NOUN	NN	ag	Moment	NOUN	[des]	9	p3	4	False
,	--	PUNCT	$,	punct	Moment	NOUN	[]	9	p3	4	False
das	der	PRON	PRELS	sb	sollte	AUX	[]	9	p3	4	False
als	als	ADP	APPR	mo	sollte	AUX	[Teilchen]	9	p3	4	False
neutrales	neutral	ADJ	ADJA	nk	Teilchen	NOUN	[]	9	p3	4	False
Teilchen	Teilchen	NOUN	NN	nk	als	ADP	[neutrales]	9	p3	4	False
eigentlich	eigentlich	ADV	ADV	mo	sollte	AUX	[]	9	p3	4	False
kein	kein	DET	PIAT	nk	Moment	NOUN	[]	9	p3	4	False
magnetisches	magnetisch	ADJ	ADJA	nk	Moment	NOUN	[]	9	p3	4	False
Moment	Moment	NOUN	NN	oa	haben	AUX	[kein, magnetisches]	9	p3	4	False
haben	haben	AUX	VAINF	oc	sollte	AUX	[Moment, ist]	9	p3	4	False
sollte	sollen	AUX	VMFIN	rc	Moment	NOUN	[das, als, eigentlich, haben, ,]	9	p3	4	False
,	--	PUNCT	$,	punct	sollte	AUX	[]	9	p3	4	False
außer	außer	ADP	APPR	ac	ist	AUX	[]	9	p3	4	False
wenn	wenn	SCONJ	KOUS	cp	ist	AUX	[]	9	p3	4	False
es	es	PRON	PPER	sb	ist	AUX	[]	9	p3	4	False
aus	aus	ADP	APPR	mo	zusammengesetzt	VERB	[Teilchen]	9	p3	4	False
geladenen	geladen	ADJ	ADJA	nk	Teilchen	NOUN	[]	9	p3	4	False
Teilchen	Teilche	NOUN	NN	nk	aus	ADP	[geladenen, kompensieren]	9	p3	4	False
zusammengesetzt	zusammensetzen	VERB	VVPP	pd	ist	AUX	[aus]	9	p3	4	False
ist	sein	AUX	VAFIN	mo	haben	AUX	[außer, wenn, es, zusammengesetzt, ,]	9	p3	4	False
,	--	PUNCT	$,	punct	ist	AUX	[]	9	p3	4	False
deren	der	DET	PRELAT	ag	Ladungen	NOUN	[]	9	p3	4	False
Ladungen	Ladung	NOUN	NN	sb	kompensieren	VERB	[deren]	9	p3	4	False
sich	sich	PRON	PRF	oa	kompensieren	VERB	[]	9	p3	4	False
zu	zu	ADP	APPR	mo	kompensieren	VERB	[null]	9	p3	4	False
null	null	NUM	CARD	nk	zu	ADP	[]	9	p3	4	False
kompensieren	kompensieren	VERB	VVFIN	rc	Teilchen	NOUN	[Ladungen, sich, zu]	9	p3	4	False
.	--	PUNCT	$.	punct	wurde	AUX	[]	9	p3	4	False
Außerdem	außerdem	ADV	PROAV	mo	gefunden	VERB	[]	9	p3	5	False
wurde	werden	AUX	VAFIN	ROOT	wurde	AUX	[gefunden, haben, .]	9	p3	5	False
bei	bei	ADP	APPR	mo	gefunden	VERB	[Streuung]	9	p3	5	False
der	der	DET	ART	nk	Streuung	NOUN	[]	9	p3	5	False
Streuung	Streuung	NOUN	NN	nk	bei	ADP	[der, von, an]	9	p3	5	False
von	von	ADP	APPR	pg	Streuung	NOUN	[Elektronen]	9	p3	5	False
hochenergetischen	hochenergetisch	ADJ	ADJA	nk	Elektronen	NOUN	[]	9	p3	5	False
Elektronen	Elektron	NOUN	NN	nk	von	ADP	[hochenergetischen, und]	9	p3	5	False
und	und	CCONJ	KON	cd	Elektronen	NOUN	[Protonen]	9	p3	5	False
Protonen	Proton	NOUN	NN	cj	und	CCONJ	[]	9	p3	5	False
an	an	ADP	APPR	mnr	Streuung	NOUN	[Protonen]	9	p3	5	False
Protonen	Proton	NOUN	NN	nk	an	ADP	[und]	9	p3	5	False
und	und	CCONJ	KON	cd	Protonen	NOUN	[Neutronen]	9	p3	5	False
Neutronen	Neutron	NOUN	NN	cj	und	CCONJ	[]	9	p3	5	False
gefunden	finden	VERB	VVPP	oc	wurde	AUX	[Außerdem, bei, ,]	9	p3	5	False
,	--	PUNCT	$,	punct	gefunden	VERB	[]	9	p3	5	False
dass	dass	SCONJ	KOUS	cp	haben	VERB	[]	9	p3	5	False
beide	beide	DET	PIAT	nk	Nukleonen	NOUN	[]	9	p3	5	False
Nukleonen	Nukleon	NOUN	NN	sb	haben	VERB	[beide]	9	p3	5	False
viele	vieler	DET	PIAT	nk	Anregungszustände	NOUN	[]	9	p3	5	False
Anregungszustände	Anregungszustand	NOUN	NN	oa	haben	VERB	[viele]	9	p3	5	False
haben	haben	VERB	VAFIN	sb	wurde	AUX	[dass, Nukleonen, Anregungszustände]	9	p3	5	False
.	--	PUNCT	$.	punct	wurde	AUX	[]	9	p3	5	False
Sie	sie	PRON	PPER	sb	können	AUX	[]	9	p3	6	False
können	können	AUX	VMFIN	ROOT	können	AUX	[Sie, deshalb, sein, ,, sondern]	9	p3	6	False
deshalb	deshalb	ADV	PROAV	mo	können	AUX	[]	9	p3	6	False
keine	kein	DET	PIAT	nk	Teilchen	NOUN	[]	9	p3	6	False
""""	--	PUNCT	$LRB	punct	elementaren	ADJ	[]	9	p3	6	False
elementaren	elementar	ADJ	ADJA	nk	Teilchen	NOUN	"["", ""]"	9	p3	6	False
""""	--	PUNCT	$LRB	punct	elementaren	ADJ	[]	9	p3	6	False
Teilchen	Teilche	NOUN	NN	pd	sein	AUX	[keine, elementaren]	9	p3	6	False
sein	sein	AUX	VAINF	oc	können	AUX	[Teilchen]	9	p3	6	False
,	--	PUNCT	$,	punct	können	AUX	[]	9	p3	6	False
sondern	sondern	CCONJ	KON	cd	können	AUX	[müssen]	9	p3	6	False
müssen	müssen	AUX	VMFIN	cj	sondern	CCONJ	[bestehen]	9	p3	6	True
aus	aus	ADP	APPR	op	bestehen	VERB	[Teilchen]	9	p3	6	True
""""	--	PUNCT	$LRB	punct	elementaren	ADJ	[]	9	p3	6	True
wirklich	wirklich	ADV	ADJD	mo	elementaren	ADJ	[]	9	p3	6	True
elementaren	elementar	ADJ	ADJA	oc	müssen	AUX	"["", wirklich, ""]"	9	p3	6	True
""""	--	PUNCT	$LRB	punct	elementaren	ADJ	[]	9	p3	6	True
Teilchen	Teilche	NOUN	NN	nk	aus	ADP	[elementaren]	9	p3	6	True
bestehen	bestehen	VERB	VVFIN	oc	müssen	AUX	[aus, .]	9	p3	6	True
.	--	PUNCT	$.	punct	bestehen	VERB	[]	9	p3	6	True
Wurzeln	Wurzel	NOUN	NN	sb	entziehen	VERB	[]	2	b2	1	False
entziehen	entziehen	VERB	VVFIN	ROOT	entziehen	VERB	[Wurzeln, Boden,Wasser,,, aber, .]	2	b2	1	True
dem	der	DET	ART	nk	Boden	NOUN	[]	2	b2	1	False
Boden	Boden	NOUN	NN	da	entziehen	VERB	[dem]	2	b2	1	True
Wasser	Wasser	NOUN	NN	ao	entziehen	VERB	[]	2	b2	1	True
,	--	PUNCT	$,	punct	entziehen	VERB	[]	2	b2	1	False
aber	aber	CCONJ	KON	cd	entziehen	VERB	[nehmen]	2	b2	1	False
sie	sie	PRON	PPER	sb	nehmen	VERB	[]	2	b2	1	False
nehmen	nehmen	VERB	VVFIN	cj	aber	CCONJ	[sie, Mineralstoffe, auf]	2	b2	1	False
auch	auch	ADV	ADV	mo	Mineralstoffe	NOUN	[]	2	b2	1	False
essenzielle	essenziell	ADJ	ADJA	nk	Mineralstoffe	NOUN	[]	2	b2	1	False
Mineralstoffe	Mineralstoff	NOUN	NN	oa	nehmen	VERB	[auch, essenzielle]	2	b2	1	False
auf	auf	ADP	PTKVZ	svp	nehmen	VERB	[]	2	b2	1	False
.	--	PUNCT	$.	punct	entziehen	VERB	[]	2	b2	1	False
Böden	Böden	NOUN	NN	sb	sind	AUX	[]	2	b2	2	True
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[Böden, heterogen, und, .]	2	b2	2	True
heterogen	heterogen	ADJ	ADJD	pd	sind	AUX	[]	2	b2	2	True
und	und	CCONJ	KON	cd	sind	AUX	[weisen]	2	b2	2	True
weisen	weisen	VERB	VVFIN	cj	und	CCONJ	[Unterschiede, auf]	2	b2	2	True
Unterschiede	Unterschied	NOUN	NN	oa	weisen	VERB	[heterogen, auf]	2	b2	2	True
auf	auf	ADP	APPR	mnr	Unterschiede	NOUN	[Raum]	2	b2	2	False
kleinem	klein	ADJ	ADJA	nk	Raum	NOUN	[]	2	b2	2	False
Raum	Raum	NOUN	NN	nk	auf	ADP	[kleinem]	2	b2	2	False
auf	auf	ADP	PTKVZ	svp	weisen	VERB	[]	2	b2	2	True
.	--	PUNCT	$.	punct	sind	AUX	[]	2	b2	2	False
Wurzeln	Wurzel	NOUN	NN	sb	können	AUX	[,, wachsen]	2	b2	3	False
,	--	PUNCT	$,	punct	Wurzeln	NOUN	[]	2	b2	3	False
die	der	PRON	PRELS	sb	wachsen	VERB	[]	2	b2	3	False
durch	durch	ADP	APPR	mo	wachsen	VERB	[Boden]	2	b2	3	False
den	der	DET	ART	nk	Boden	NOUN	[]	2	b2	3	False
Boden	Boden	NOUN	NN	nk	durch	ADP	[den]	2	b2	3	False
wachsen	wachsen	VERB	VVFIN	rc	Wurzeln	NOUN	[die, durch]	2	b2	3	False
,	--	PUNCT	$,	punct	können	AUX	[]	2	b2	3	False
können	können	AUX	VMFIN	ROOT	können	AUX	[Wurzeln, ,, treffen, .]	2	b2	3	False
auf	auf	ADP	APPR	op	treffen	VERB	[Regionen]	2	b2	3	False
Regionen	Region	NOUN	NN	nk	auf	ADP	[unterscheiden]	2	b2	3	False
treffen	treffen	VERB	VVINF	oc	können	AUX	[auf, ,]	2	b2	3	False
,	--	PUNCT	$,	punct	treffen	VERB	[]	2	b2	3	False
die	der	PRON	PRELS	sb	unterscheiden	VERB	[]	2	b2	3	False
sich	sich	PRON	PRF	oa	unterscheiden	VERB	[]	2	b2	3	False
im	in	ADP	APPRART	mo	unterscheiden	VERB	[Mineralstoffgehalt]	2	b2	3	False
Wasser-	Wasser	X	TRUNC	cj	und	CCONJ	[]	2	b2	3	False
und	und	CCONJ	KON	cd	Mineralstoffgehalt	NOUN	[Wasser-]	2	b2	3	False
Mineralstoffgehalt	Mineralstoffgehalt	NOUN	NN	nk	im	ADP	[und]	2	b2	3	False
unterscheiden	unterscheiden	VERB	VVFIN	rc	Regionen	NOUN	[die, sich, im]	2	b2	3	False
.	--	PUNCT	$.	punct	können	AUX	[]	2	b2	3	False
In	in	ADP	APPR	mo	sind	AUX	[Regionen]	2	b2	4	False
den	der	DET	ART	nk	Regionen	NOUN	[]	2	b2	4	False
besser	gut	ADV	ADJD	mo	versorgten	ADJ	[]	2	b2	4	False
versorgten	versorgt	ADJ	ADJA	nk	Regionen	NOUN	[besser]	2	b2	4	False
Regionen	Region	NOUN	NN	nk	In	ADP	[den, versorgten]	2	b2	4	False
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[In, Wurzeln, verzweigt, .]	2	b2	4	False
Wurzeln	Wurzel	NOUN	NN	sb	sind	AUX	[]	2	b2	4	False
oft	oft	ADV	ADV	mo	verzweigt	VERB	[]	2	b2	4	False
stark	stark	ADV	ADJD	mo	verzweigt	VERB	[]	2	b2	4	False
verzweigt	verzweigen	VERB	VVPP	pd	sind	AUX	[oft, stark]	2	b2	4	False
.	--	PUNCT	$.	punct	sind	AUX	[]	2	b2	4	False
Für	für	ADP	APPR	mo	ist	AUX	[Aufnahme]	2	b2	5	False
die	der	DET	ART	nk	Aufnahme	NOUN	[]	2	b2	5	False
Aufnahme	Aufnahme	NOUN	NN	nk	Für	ADP	[die, Nährstoffe]	2	b2	5	False
